STATISTIKKAAR	ARBEIDSFYLKE	ALDERSGRUPPE	YRKE_2	antall
2020	03	ald15_24	00	123
2020	03	ald15_24	01	26
2020	03	ald15_24	02	35
2020	03	ald15_24	03	755
2020	03	ald15_24	11	137
2020	03	ald15_24	12	88
2020	03	ald15_24	13	42
2020	03	ald15_24	14	184
2020	03	ald15_24	21	319
2020	03	ald15_24	22	1072
2020	03	ald15_24	23	1888
2020	03	ald15_24	24	1258
2020	03	ald15_24	25	796
2020	03	ald15_24	26	747
2020	03	ald15_24	31	315
2020	03	ald15_24	32	425
2020	03	ald15_24	33	2153
2020	03	ald15_24	34	1403
2020	03	ald15_24	35	711
2020	03	ald15_24	41	2037
2020	03	ald15_24	42	1184
2020	03	ald15_24	43	1424
2020	03	ald15_24	44	106
2020	03	ald15_24	51	3087
2020	03	ald15_24	52	11127
2020	03	ald15_24	53	7736
2020	03	ald15_24	54	737
2020	03	ald15_24	61	20
2020	03	ald15_24	62	9
2020	03	ald15_24	71	965
2020	03	ald15_24	72	582
2020	03	ald15_24	73	70
2020	03	ald15_24	74	1538
2020	03	ald15_24	75	198
2020	03	ald15_24	81	290
2020	03	ald15_24	82	13
2020	03	ald15_24	83	552
2020	03	ald15_24	91	656
2020	03	ald15_24	92	50
2020	03	ald15_24	93	557
2020	03	ald15_24	94	557
2020	03	ald15_24	96	487
2020	03	ald25_54	00	1317
2020	03	ald25_54	01	962
2020	03	ald25_54	02	83
2020	03	ald25_54	03	133
2020	03	ald25_54	11	6679
2020	03	ald25_54	12	13112
2020	03	ald25_54	13	10601
2020	03	ald25_54	14	5031
2020	03	ald25_54	21	16289
2020	03	ald25_54	22	17006
2020	03	ald25_54	23	19527
2020	03	ald25_54	24	44651
2020	03	ald25_54	25	19547
2020	03	ald25_54	26	16315
2020	03	ald25_54	31	11017
2020	03	ald25_54	32	4619
2020	03	ald25_54	33	33659
2020	03	ald25_54	34	4949
2020	03	ald25_54	35	6812
2020	03	ald25_54	41	9024
2020	03	ald25_54	42	4433
2020	03	ald25_54	43	8996
2020	03	ald25_54	44	578
2020	03	ald25_54	51	10398
2020	03	ald25_54	52	13297
2020	03	ald25_54	53	18255
2020	03	ald25_54	54	2810
2020	03	ald25_54	61	210
2020	03	ald25_54	62	28
2020	03	ald25_54	71	7962
2020	03	ald25_54	72	2215
2020	03	ald25_54	73	431
2020	03	ald25_54	74	3234
2020	03	ald25_54	75	875
2020	03	ald25_54	81	1695
2020	03	ald25_54	82	100
2020	03	ald25_54	83	6563
2020	03	ald25_54	91	6884
2020	03	ald25_54	92	44
2020	03	ald25_54	93	1762
2020	03	ald25_54	94	2083
2020	03	ald25_54	95	23
2020	03	ald25_54	96	1142
2020	03	ald55_66	00	170
2020	03	ald55_66	01	79
2020	03	ald55_66	02	4
2020	03	ald55_66	03	10
2020	03	ald55_66	11	3092
2020	03	ald55_66	12	4600
2020	03	ald55_66	13	4017
2020	03	ald55_66	14	904
2020	03	ald55_66	21	3269
2020	03	ald55_66	22	3396
2020	03	ald55_66	23	3693
2020	03	ald55_66	24	10681
2020	03	ald55_66	25	2908
2020	03	ald55_66	26	2782
2020	03	ald55_66	31	3048
2020	03	ald55_66	32	1072
2020	03	ald55_66	33	8088
2020	03	ald55_66	34	878
2020	03	ald55_66	35	930
2020	03	ald55_66	41	2317
2020	03	ald55_66	42	908
2020	03	ald55_66	43	2110
2020	03	ald55_66	44	251
2020	03	ald55_66	51	1835
2020	03	ald55_66	52	1326
2020	03	ald55_66	53	3533
2020	03	ald55_66	54	308
2020	03	ald55_66	61	52
2020	03	ald55_66	62	8
2020	03	ald55_66	71	1454
2020	03	ald55_66	72	468
2020	03	ald55_66	73	152
2020	03	ald55_66	74	686
2020	03	ald55_66	75	202
2020	03	ald55_66	81	398
2020	03	ald55_66	82	30
2020	03	ald55_66	83	1802
2020	03	ald55_66	91	1318
2020	03	ald55_66	92	16
2020	03	ald55_66	93	272
2020	03	ald55_66	94	335
2020	03	ald55_66	95	4
2020	03	ald55_66	96	188
2020	03	ald67_74	00	38
2020	03	ald67_74	11	350
2020	03	ald67_74	12	314
2020	03	ald67_74	13	275
2020	03	ald67_74	14	90
2020	03	ald67_74	21	420
2020	03	ald67_74	22	378
2020	03	ald67_74	23	493
2020	03	ald67_74	24	792
2020	03	ald67_74	25	115
2020	03	ald67_74	26	395
2020	03	ald67_74	31	249
2020	03	ald67_74	32	70
2020	03	ald67_74	33	485
2020	03	ald67_74	34	72
2020	03	ald67_74	35	64
2020	03	ald67_74	41	265
2020	03	ald67_74	42	88
2020	03	ald67_74	43	174
2020	03	ald67_74	44	14
2020	03	ald67_74	51	206
2020	03	ald67_74	52	150
2020	03	ald67_74	53	324
2020	03	ald67_74	54	22
2020	03	ald67_74	61	8
2020	03	ald67_74	71	90
2020	03	ald67_74	72	31
2020	03	ald67_74	73	17
2020	03	ald67_74	74	44
2020	03	ald67_74	75	10
2020	03	ald67_74	81	20
2020	03	ald67_74	83	277
2020	03	ald67_74	91	85
2020	03	ald67_74	92	6
2020	03	ald67_74	93	29
2020	03	ald67_74	94	20
2020	03	ald67_74	96	51
2020	11	ald15_24	00	140
2020	11	ald15_24	01	11
2020	11	ald15_24	02	21
2020	11	ald15_24	03	903
2020	11	ald15_24	11	16
2020	11	ald15_24	12	19
2020	11	ald15_24	13	11
2020	11	ald15_24	14	80
2020	11	ald15_24	21	73
2020	11	ald15_24	22	513
2020	11	ald15_24	23	767
2020	11	ald15_24	24	107
2020	11	ald15_24	25	122
2020	11	ald15_24	26	159
2020	11	ald15_24	31	452
2020	11	ald15_24	32	168
2020	11	ald15_24	33	427
2020	11	ald15_24	34	623
2020	11	ald15_24	35	150
2020	11	ald15_24	41	464
2020	11	ald15_24	42	396
2020	11	ald15_24	43	729
2020	11	ald15_24	44	57
2020	11	ald15_24	51	1657
2020	11	ald15_24	52	6451
2020	11	ald15_24	53	4546
2020	11	ald15_24	54	602
2020	11	ald15_24	61	1076
2020	11	ald15_24	62	142
2020	11	ald15_24	71	1358
2020	11	ald15_24	72	1676
2020	11	ald15_24	73	46
2020	11	ald15_24	74	1318
2020	11	ald15_24	75	127
2020	11	ald15_24	81	1330
2020	11	ald15_24	82	45
2020	11	ald15_24	83	627
2020	11	ald15_24	91	622
2020	11	ald15_24	92	59
2020	11	ald15_24	93	864
2020	11	ald15_24	94	384
2020	11	ald15_24	96	148
